Education Record_id,Employee_id,Institution Country,Education Level,institution_name,degree_title,field_of_study,graduation_date
317,317,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2025-06-30
318,318,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,2023-06-30
319,319,United Kingdom,Diploma,University of London,HND,Economics,1996-06-30
320,320,Ghana,Doctoral Degree,Ashesi University,PhD,Information Technology,2009-06-30
321,321,Canada,Master's Degree,University of Toronto,MPhil,Engineering,2025-06-30
322,322,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,2011-06-30
323,323,Ghana,Diploma,University of Ghana,HND,Business Administration,1988-06-30
324,324,Ghana,Doctoral Degree,Ashesi University,PhD,Economics,1998-06-30
325,325,Ghana,Master's Degree,University of Cape Coast,MSc,Business Administration,2006-06-30
326,326,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Computer Science,2002-06-30
327,327,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Data Analytics,2025-06-30
328,328,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Economics,2012-06-30
329,329,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Computer Science,1991-06-30
330,330,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Economics,2008-06-30
331,331,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Engineering,1992-06-30
332,332,Ghana,Bachelor's Degree,Ashesi University,BSc,Information Technology,2019-06-30
333,333,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Economics,2025-06-30
334,334,Ghana,Diploma,Accra Technical University,HND,Economics,2021-06-30
335,335,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Business Administration,2018-06-30
336,336,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2025-06-30
337,337,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MPhil,Engineering,2023-06-30
338,338,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,1990-06-30
339,339,Ghana,Master's Degree,Ashesi University,MSc,Data Analytics,2009-06-30
340,340,United Kingdom,Master's Degree,University of London,MBA,Data Analytics,2020-06-30
341,341,United Kingdom,Master's Degree,University of London,MSc,Economics,2000-06-30
342,342,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Computer Science,2011-06-30
343,343,Ghana,Master's Degree,Accra Technical University,MPhil,Computer Science,2018-06-30
344,344,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,2022-06-30
345,345,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MPhil,Engineering,2013-06-30
346,346,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Economics,2004-06-30
347,347,Ghana,Doctoral Degree,Accra Technical University,PhD,Computer Science,2012-06-30
348,348,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MA,Business Administration,2024-06-30
349,349,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Information Technology,2002-06-30
350,350,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,1992-06-30
351,351,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Business Administration,2024-06-30
352,352,Ghana,Master's Degree,Accra Technical University,MBA,Data Analytics,1995-06-30
353,353,United Kingdom,Bachelor's Degree,University of London,BSc,Information Technology,2021-06-30
354,354,Ghana,Master's Degree,Ashesi University,MBA,Business Administration,1998-06-30
355,355,Ghana,Bachelor's Degree,Ashesi University,BSc,Engineering,1990-06-30
356,356,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Business Administration,1991-06-30
357,357,Ghana,Bachelor's Degree,University of Ghana,BSc,Data Analytics,2010-06-30
358,358,Ghana,Bachelor's Degree,University of Ghana,BSc,Business Administration,2025-06-30
359,359,Ghana,Master's Degree,Ashesi University,MSc,Engineering,2001-06-30
360,360,United Kingdom,Diploma,University of London,HND,Computer Science,1992-06-30
361,361,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Business Administration,2008-06-30
362,362,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BA,Business Administration,2022-06-30
363,363,Ghana,Diploma,Ashesi University,HND,Engineering,2025-06-30
364,364,Canada,Diploma,University of Toronto,HND,Computer Science,1997-06-30
365,365,South Africa,Bachelor's Degree,University of Cape Town,BSc,Data Analytics,2020-06-30
366,366,Ghana,Bachelor's Degree,Accra Technical University,BSc,Data Analytics,1993-06-30
367,367,United States,Master's Degree,Massachusetts Institute of Technology,MA,Data Analytics,2019-06-30
368,368,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MPhil,Engineering,2011-06-30
369,369,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Information Technology,2024-06-30
370,370,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Data Analytics,2000-06-30
371,371,Ghana,Diploma,University of Cape Coast,HND,Engineering,2000-06-30
372,372,Ghana,Master's Degree,Accra Technical University,MSc,Computer Science,1996-06-30
373,373,South Africa,Bachelor's Degree,University of Cape Town,BSc,Business Administration,2026-06-30
374,374,Ghana,Master's Degree,Accra Technical University,MPhil,Computer Science,2014-06-30
375,375,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Engineering,2018-06-30
376,376,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Computer Science,2012-06-30
377,377,Ghana,Diploma,Accra Technical University,HND,Information Technology,2025-06-30
378,378,Canada,Diploma,University of Toronto,HND,Economics,2002-06-30
379,379,Ghana,Master's Degree,Accra Technical University,MSc,Engineering,2005-06-30
380,380,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Information Technology,2025-06-30
381,381,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,2025-06-30
382,382,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2018-06-30
383,383,Ghana,Master's Degree,Ashesi University,MSc,Computer Science,1990-06-30
384,384,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Information Technology,2016-06-30
385,385,Ghana,Diploma,Ashesi University,HND,Engineering,2002-06-30
386,386,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Economics,2021-06-30
387,387,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Information Technology,2007-06-30
388,388,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,2004-06-30
389,389,Ghana,Master's Degree,Accra Technical University,MSc,Economics,2024-06-30
390,390,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2017-06-30
391,391,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Engineering,1994-06-30
392,392,Ghana,Master's Degree,University of Cape Coast,MA,Business Administration,2026-06-30
393,393,United Kingdom,Diploma,University of London,HND,Business Administration,2015-06-30
394,394,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Data Analytics,2007-06-30
395,395,Ghana,Master's Degree,Ashesi University,MBA,Information Technology,2013-06-30
396,396,Ghana,Bachelor's Degree,University of Ghana,BSc,Computer Science,1996-06-30
397,397,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2023-06-30
398,398,Ghana,Diploma,Ashesi University,HND,Engineering,2025-06-30
399,399,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Economics,2023-06-30
400,400,Ghana,Doctoral Degree,Accra Technical University,PhD,Economics,2014-06-30
401,401,Ghana,Doctoral Degree,Ashesi University,PhD,Economics,1993-06-30
402,402,Ghana,Master's Degree,University of Ghana,MSc,Data Analytics,2002-06-30
403,403,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Business Administration,2003-06-30
404,404,Ghana,Master's Degree,Ashesi University,MSc,Information Technology,2004-06-30
405,405,Ghana,Bachelor's Degree,Ashesi University,BSc,Data Analytics,2024-06-30
406,406,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2017-06-30
407,407,Ghana,Diploma,Ashesi University,HND,Business Administration,2010-06-30
408,408,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Physics,2025-06-30
409,409,Ghana,Diploma,Accra Technical University,HND,Engineering,2006-06-30
410,410,Ghana,Diploma,Accra Technical University,HND,Engineering,2003-06-30
411,411,Ghana,Master's Degree,Ashesi University,MBA,Data Analytics,2014-06-30
412,412,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2022-06-30
413,413,United Kingdom,Master's Degree,University of London,MSc,Engineering,2010-06-30
414,414,Ghana,Master's Degree,Accra Technical University,MSc,Data Analytics,2021-06-30
415,415,Ghana,Diploma,Ashesi University,HND,Business Administration,1999-06-30
416,416,Ghana,Bachelor's Degree,University of Cape Coast,BA,Business Administration,2010-06-30
417,417,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,2016-06-30
418,418,Ghana,Doctoral Degree,Accra Technical University,PhD,Engineering,2010-06-30
419,419,Ghana,Diploma,University of Ghana,HND,Business Administration,2025-06-30
420,420,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Information Technology,2021-06-30
421,421,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Computer Science,2000-06-30
422,422,Ghana,Diploma,University of Ghana,HND,Engineering,1992-06-30
423,423,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,2004-06-30
424,424,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MPhil,Engineering,2004-06-30
425,425,United Kingdom,Bachelor's Degree,University of London,BSc,Information Technology,2011-06-30
426,426,Ghana,Doctoral Degree,University of Cape Coast,PhD,Information Technology,1999-06-30
427,427,United Kingdom,Diploma,University of London,HND,Data Analytics,2021-06-30
428,428,Ghana,Master's Degree,University of Ghana,MPhil,Engineering,2015-06-30
429,429,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Economics,1999-06-30
430,430,Ghana,Doctoral Degree,Ashesi University,PhD,Engineering,2025-06-30
431,431,Ghana,Bachelor's Degree,Ashesi University,BSc,Information Technology,2022-06-30
432,432,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,2003-06-30
433,433,United Kingdom,Diploma,University of London,HND,Information Technology,2006-06-30
434,434,United Kingdom,Bachelor's Degree,University of London,BA,Business Administration,2018-06-30
435,435,Ghana,Bachelor's Degree,Ashesi University,BSc,Data Analytics,2008-06-30
436,436,Canada,Master's Degree,University of Toronto,MSc,Data Analytics,2002-06-30
437,437,Ghana,Master's Degree,Accra Technical University,MA,Business Administration,2025-06-30
438,438,Ghana,Diploma,Ashesi University,HND,Business Administration,2024-06-30
439,439,Ghana,Master's Degree,Ashesi University,MSc,Engineering,2011-06-30
440,440,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Economics,1990-06-30
441,441,Ghana,Master's Degree,Accra Technical University,MSc,Engineering,2024-06-30
442,442,United States,Master's Degree,Massachusetts Institute of Technology,MA,Business Administration,2003-06-30
443,443,Ghana,Master's Degree,Ashesi University,MBA,Business Administration,2024-06-30
444,444,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MA,Data Analytics,2006-06-30
445,445,Canada,Bachelor's Degree,University of Toronto,BSc,Economics,2024-06-30
446,446,Ghana,Diploma,University of Ghana,HND,Economics,2014-06-30
447,447,Ghana,Bachelor's Degree,Ashesi University,BSc,Information Technology,2004-06-30
448,448,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2017-06-30
449,449,Ghana,Master's Degree,Accra Technical University,MA,Data Analytics,2006-06-30
450,450,Ghana,Diploma,University of Cape Coast,HND,Information Technology,2000-06-30
451,451,Ghana,Bachelor's Degree,Ashesi University,BA,Business Administration,2023-06-30
452,452,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Business Administration,1992-06-30
453,453,Ghana,Master's Degree,University of Cape Coast,MSc,Information Technology,1996-06-30
454,454,Ghana,Doctoral Degree,Accra Technical University,PhD,Computer Science,1996-06-30
455,455,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2021-06-30
456,456,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Economics,2016-06-30
457,457,South Africa,Bachelor's Degree,University of Cape Town,BSc,Computer Science,2014-06-30
458,458,Ghana,Doctoral Degree,Accra Technical University,PhD,Computer Science,1999-06-30
459,459,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MPhil,Engineering,1993-06-30
460,460,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,1993-06-30
461,461,Ghana,Bachelor's Degree,Ashesi University,BSc,Computer Science,2025-06-30
462,462,Ghana,Doctoral Degree,University of Cape Coast,PhD,Engineering,2008-06-30
463,463,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BA,Business Administration,1999-06-30
464,464,United Kingdom,Bachelor's Degree,University of London,BSc,Business Administration,1998-06-30
465,465,United Kingdom,Master's Degree,University of London,MA,Data Analytics,2002-06-30
466,466,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Information Technology,2022-06-30
467,467,Ghana,Doctoral Degree,University of Cape Coast,PhD,Information Technology,2004-06-30
468,468,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Data Analytics,1988-06-30
469,469,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Business Administration,2020-06-30
470,470,South Africa,Bachelor's Degree,University of Cape Town,BA,Business Administration,2022-06-30
471,471,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Business Administration,1992-06-30
472,472,Canada,Bachelor's Degree,University of Toronto,BA,Business Administration,2011-06-30
473,473,Ghana,Bachelor's Degree,Ashesi University,BA,Business Administration,2000-06-30
474,474,Ghana,Master's Degree,University of Ghana,MSc,Business Administration,1999-06-30
475,475,Ghana,Bachelor's Degree,University of Cape Coast,BA,Business Administration,2009-06-30
