employee_id,year,performance_score,projects_completed,training_hours,attendance_rate ,bonus_awarded
141,2021,4.75,8,59,85.81,No
141,2022,4.56,1,75,93.25,No
141,2023,4.68,5,73,95.84,Yes
141,2024,4.81,7,68,97.55,No
141,2025,4.72,7,59,94.31,No
142,2021,4.37,7,77,90.23,No
142,2022,4.47,6,78,90.85,Yes
142,2023,4.21,3,74,95.51,Yes
142,2024,4.57,9,69,98.08,Yes
142,2025,4.81,1,79,85.1,Yes
143,2021,3.22,9,40,97.41,Yes
143,2022,3.12,7,42,93.97,Yes
143,2023,3.42,3,50,95,No
143,2024,3.84,10,58,94.83,No
143,2025,3.45,1,41,97.31,Yes
144,2021,3.18,1,77,94.49,Yes
144,2022,2.6,7,63,90.67,Yes
144,2023,3.26,2,65,88.31,Yes
144,2024,3.07,8,79,91.97,Yes
144,2025,3.16,2,61,93.81,Yes
145,2021,4.76,9,50,94.19,No
145,2022,4.4,9,46,91.56,No
145,2023,4.1,7,40,98.86,No
145,2024,4.24,1,41,96.82,Yes
145,2025,4.15,3,58,93.82,Yes
146,2021,3.55,7,34,85.2,Yes
146,2022,3.9,2,49,89.48,Yes
146,2023,3.49,5,42,89.72,No
146,2024,3.37,10,52,95.61,Yes
146,2025,3.87,1,35,93.92,Yes
147,2021,3.82,5,28,88.39,No
147,2022,3.61,1,36,92.15,No
147,2023,3.37,8,18,97.32,Yes
147,2024,3.95,6,25,88.82,No
147,2025,3.68,1,32,95.72,Yes
148,2021,3.56,9,32,97.02,Yes
148,2022,3.97,6,48,95.83,Yes
148,2023,3.4,9,43,95.25,Yes
148,2024,3.57,1,23,92.32,Yes
148,2025,4.01,5,39,93.17,No
149,2021,3.22,1,50,97.84,Yes
149,2022,3.56,4,36,90.94,No
149,2023,3.18,4,41,99.86,Yes
149,2024,2.93,8,35,89.35,Yes
149,2025,3.26,1,61,93.55,No
150,2021,3.86,2,88,86.77,No
150,2022,3.71,10,84,85.15,Yes
150,2023,3.89,3,77,91.46,No
150,2024,4.06,10,86,85.25,No
150,2025,3.55,6,80,90.03,Yes
151,2021,3.25,6,70,87.86,Yes
151,2022,3.5,9,83,87.88,Yes
151,2023,3.58,7,77,91.57,Yes
151,2024,3.31,2,85,86.16,Yes
151,2025,3.08,7,69,94.43,No
152,2021,4.21,9,48,89.47,Yes
152,2022,4.66,7,37,93.03,No
152,2023,4.61,3,42,99.38,No
152,2024,4.11,4,36,99.62,No
152,2025,4.11,5,49,90.8,Yes
153,2021,2.34,6,54,87.08,Yes
153,2022,2.48,10,55,93.2,No
153,2023,2.24,2,74,99.06,Yes
153,2024,2.56,8,53,99.78,No
153,2025,2.46,1,69,95.1,Yes
154,2021,3.08,9,81,99.39,No
154,2022,3.42,10,73,94.31,No
154,2023,3.07,9,75,97.17,No
154,2024,2.95,6,58,99.55,No
154,2025,2.81,3,84,94.14,No
155,2021,4.44,7,62,94.75,Yes
155,2022,3.95,7,62,95.42,Yes
155,2023,4.22,3,52,85.96,No
155,2024,4.48,1,50,98.69,No
155,2025,4.36,7,61,97.11,Yes
156,2021,2.97,6,45,96.31,No
156,2022,2.99,6,45,95.83,Yes
156,2023,2.98,7,37,97.41,Yes
156,2024,3.38,10,34,98.48,No
156,2025,3.54,9,45,89.71,No
157,2021,3.35,3,94,87.13,No
157,2022,3.83,9,70,89.72,No
157,2023,3.35,7,84,97.55,No
157,2024,3.14,1,95,99.93,Yes
157,2025,3.83,9,96,97.3,No
158,2021,4.55,6,76,95.61,No
158,2022,4,7,61,88.3,No
158,2023,4.22,1,76,94.94,No
158,2024,4.31,4,72,88.63,No
158,2025,4.38,7,82,96.68,Yes
159,2021,3.61,6,59,95.89,No
159,2022,3.25,3,62,92.7,Yes
159,2023,3.56,10,71,98.43,No
159,2024,3.32,1,65,92.54,No
159,2025,3.45,3,48,97.59,No
160,2021,2.58,7,37,91.41,Yes
160,2022,2.93,3,46,99.78,Yes
160,2023,2.79,4,52,98.04,No
160,2024,3.01,8,37,87.56,Yes
160,2025,2.41,7,28,91.63,Yes
161,2021,2.96,9,34,86.11,Yes
161,2022,2.94,3,43,90.41,Yes
161,2023,3.37,5,41,88.89,Yes
161,2024,3.46,1,37,88.44,No
161,2025,3.42,7,33,99.73,No
162,2021,3.02,3,88,97.08,Yes
162,2022,2.96,10,69,90.27,No
162,2023,2.84,5,81,87.45,No
162,2024,3.02,6,82,92.41,No
162,2025,3.51,8,82,97.09,Yes
163,2021,3.54,1,61,94.63,No
163,2022,3.24,8,89,97.2,No
163,2023,3.73,5,72,94.73,Yes
163,2024,3.7,3,65,91.13,No
163,2025,3.21,8,79,85.93,No
164,2021,2.3,1,69,96.11,Yes
164,2022,2.86,7,78,94.77,No
164,2023,2.55,4,85,86.37,Yes
164,2024,2.24,6,64,92.14,Yes
164,2025,2.84,3,88,99.71,No
165,2021,3.67,9,26,99.17,Yes
165,2022,3.73,3,13,93.56,No
165,2023,3.01,3,29,90,No
165,2024,3.67,9,27,96.4,No
165,2025,3.6,10,16,89.25,No
166,2021,4.31,6,35,91.19,Yes
166,2022,4.36,6,59,86.51,Yes
166,2023,3.97,9,39,98.39,Yes
166,2024,4.14,6,55,87.51,Yes
166,2025,4.42,3,57,99.38,Yes
167,2021,4.37,10,73,95.08,Yes
167,2022,4.51,2,73,85.22,Yes
167,2023,4.43,6,80,91.36,Yes
167,2024,4.82,4,58,87.03,No
167,2025,4.36,10,59,92.49,No
168,2021,2.95,8,39,88.54,Yes
168,2022,2.62,9,45,86.41,Yes
168,2023,2.39,1,17,96.26,No
168,2024,3.02,5,24,98.23,No
168,2025,2.7,1,20,96.95,No
169,2021,4.19,2,91,95.76,Yes
169,2022,4.29,2,79,90.43,Yes
169,2023,4.24,3,63,97.47,Yes
169,2024,4.31,6,83,97.82,Yes
169,2025,4.03,6,64,86.59,Yes
170,2021,2.98,5,51,90.68,No
170,2022,3.69,7,72,89.68,Yes
170,2023,3.33,3,71,88.34,Yes
170,2024,3.05,10,55,85.57,Yes
170,2025,3.56,9,47,95.12,No
171,2021,3.77,2,75,90.83,Yes
171,2022,3.77,8,57,88.58,No
171,2023,4.04,2,80,85.42,No
171,2024,3.55,10,66,90.29,Yes
171,2025,3.7,4,84,92.48,Yes
172,2021,3.4,10,52,99.31,No
172,2022,3.39,3,55,88.34,Yes
172,2023,3.37,3,56,92.58,Yes
172,2024,3.35,2,35,90.24,No
172,2025,3.01,7,52,93.51,No
173,2021,3.83,10,58,95.33,Yes
173,2022,4.07,10,69,99.46,Yes
173,2023,4.24,7,63,86.94,No
173,2024,4.49,9,54,96.2,No
173,2025,4.16,1,64,90.7,Yes
174,2021,3.95,4,53,96.04,No
174,2022,3.28,8,50,85.53,Yes
174,2023,3.72,10,55,98.82,No
174,2024,3.87,2,67,86.54,Yes
174,2025,3.34,10,79,97.39,Yes
175,2021,2.61,1,36,97.74,Yes
175,2022,2.73,10,50,88.36,Yes
175,2023,2.91,3,34,89.9,No
175,2024,2.24,9,29,87.88,No
175,2025,2.39,9,41,95.13,Yes
176,2021,4.5,9,46,98.23,No
176,2022,4.29,10,55,86.94,No
176,2023,4.59,2,40,85.38,No
176,2024,4.46,4,33,99.92,No
176,2025,3.9,9,58,87.41,Yes
177,2021,3.02,5,35,99.3,No
177,2022,3.23,9,35,89.04,No
177,2023,3.58,3,22,85.75,No
177,2024,3.33,4,17,85.29,Yes
177,2025,3.07,6,25,95.28,Yes
178,2021,2.88,7,65,99.77,No
178,2022,2.83,7,70,97.49,Yes
178,2023,3.1,6,84,93.68,Yes
178,2024,3.19,3,71,90.66,No
178,2025,3.12,3,78,85.21,No
179,2021,3.59,3,33,99.6,No
179,2022,3.54,7,44,91.16,Yes
179,2023,3.5,4,27,91.71,Yes
179,2024,4.08,9,33,95.11,No
179,2025,3.81,3,41,97.53,Yes
180,2021,3.54,2,48,97.26,Yes
180,2022,3.52,6,74,98.92,Yes
180,2023,3.14,6,75,87.05,No
180,2024,3.69,5,55,91.82,No
180,2025,3.27,2,63,93.54,Yes
181,2021,3.09,9,40,92.37,No
181,2022,2.82,10,39,95.71,No
181,2023,3.16,9,35,95.94,No
181,2024,3.17,8,24,85.36,No
181,2025,3.17,1,15,95.42,No
182,2021,2.78,7,73,91.18,No
182,2022,3.04,6,70,96.34,Yes
182,2023,2.89,9,74,99.67,No
182,2024,2.55,3,76,99.71,No
182,2025,2.63,3,80,97,No
183,2021,2.92,10,21,97.59,No
183,2022,3.13,1,43,91.24,No
183,2023,2.71,2,18,96.3,Yes
183,2024,3.12,1,24,95.05,Yes
183,2025,2.91,3,40,88.91,Yes
184,2021,3.27,6,23,95.48,Yes
184,2022,3.43,9,36,91.2,No
184,2023,3.59,7,52,99.28,Yes
184,2024,3.5,7,27,94.81,No
184,2025,2.99,10,30,94.99,Yes
185,2021,2.83,7,60,90.75,Yes
185,2022,2.53,6,64,90.36,No
185,2023,2.52,8,71,90.37,No
185,2024,2.42,1,76,99.88,Yes
185,2025,2.49,6,52,91.81,No
186,2021,2.73,1,62,95.55,Yes
186,2022,2.68,4,36,86.16,Yes
186,2023,2.6,7,47,90.54,Yes
186,2024,2.64,6,50,90.32,Yes
186,2025,2.52,1,53,97.33,Yes
187,2021,3.64,3,89,88.36,Yes
187,2022,3.5,4,82,86.95,No
187,2023,3.49,2,71,87.34,Yes
187,2024,3.58,5,73,94.37,No
187,2025,3.46,2,96,93.84,Yes
188,2021,3.4,2,64,88.01,No
188,2022,3.71,4,67,92.14,No
188,2023,3.13,7,55,89.95,Yes
188,2024,3.18,8,59,92.92,No
188,2025,3.59,10,56,92.03,No
189,2021,4.01,3,15,87.31,Yes
189,2022,4.19,2,18,98.18,No
189,2023,4.24,8,39,90.89,No
189,2024,4.2,1,17,96.37,Yes
189,2025,4.56,9,10,93.17,Yes
190,2021,2.9,6,58,91.34,No
190,2022,3.24,9,57,86.76,No
190,2023,2.73,5,47,86.29,No
190,2024,2.76,5,54,96.36,No
190,2025,2.59,8,56,98.55,Yes
191,2021,3.83,10,59,95.18,No
191,2022,3.61,10,78,92.63,No
191,2023,3.31,9,79,87.01,No
191,2024,3.18,5,68,94.37,No
191,2025,3.46,9,78,88.63,No
192,2021,4.75,1,47,91.21,No
192,2022,4.49,1,46,96.15,No
192,2023,4.53,9,50,98.59,No
192,2024,4.41,5,53,85.63,No
192,2025,4.32,4,44,87.93,No
193,2021,4.22,10,84,94.93,Yes
193,2022,4.17,10,59,98.35,No
193,2023,4.1,7,75,94.03,No
193,2024,3.65,10,59,94.4,Yes
193,2025,4.38,1,75,94.53,No
194,2021,3.99,7,28,98.41,Yes
194,2022,3.63,3,48,94.17,No
194,2023,3.67,7,58,87.8,No
194,2024,3.63,9,54,86.48,Yes
194,2025,3.52,8,55,99.02,Yes
195,2021,4.11,9,78,97.87,Yes
195,2022,3.43,6,65,99.13,Yes
195,2023,3.4,3,51,86.81,Yes
195,2024,3.59,7,52,87.79,Yes
195,2025,3.36,9,50,90.99,No
196,2021,4.29,2,56,98.26,No
196,2022,4.59,6,28,92.85,Yes
196,2023,4.45,7,57,96.77,No
196,2024,4.23,1,50,94.38,No
196,2025,4.57,2,46,96.96,No
197,2021,4.86,6,60,86.74,No
197,2022,4.64,10,47,93.82,No
197,2023,4.32,7,42,97.01,Yes
197,2024,4.72,6,56,93.51,Yes
197,2025,4.75,8,55,98.71,No
198,2021,3.69,10,70,92.05,No
198,2022,3.53,4,62,99.01,No
198,2023,3.27,5,45,86.03,Yes
198,2024,3.42,5,61,96.3,Yes
198,2025,3.78,7,51,94.66,No
199,2021,4.32,2,56,93.91,Yes
199,2022,4.21,6,50,86.84,No
199,2023,4.1,3,42,93.61,No
199,2024,4.32,7,37,97.88,No
199,2025,3.9,5,63,85.29,Yes
200,2021,4.27,9,64,96.71,Yes
200,2022,4.25,8,51,94.72,No
200,2023,4.58,1,68,85.02,No
200,2024,4.74,9,54,87.05,No
200,2025,4.57,2,46,99.27,Yes
201,2021,4.1,2,80,85.4,Yes
201,2022,4.12,4,80,93.15,No
201,2023,4.16,4,65,86.65,No
201,2024,4.33,7,90,86.03,Yes
201,2025,4.22,7,68,99.01,No
202,2021,3.7,2,60,97.17,No
202,2022,3.43,3,61,95.83,Yes
202,2023,3.11,2,55,93.54,No
202,2024,3.57,3,63,96.53,Yes
202,2025,3.68,1,52,91.27,Yes
203,2021,3.02,10,62,88.67,No
203,2022,3.53,3,45,92.36,Yes
203,2023,3.26,2,48,90.27,No
203,2024,2.94,4,54,98.87,No
203,2025,3.34,8,63,91.62,No
204,2021,3.76,1,49,89.63,No
204,2022,3.96,8,60,92.63,Yes
204,2023,3.53,7,48,93.42,Yes
204,2024,3.4,9,56,89.5,Yes
204,2025,3.91,10,38,85.62,No
205,2021,3.34,1,40,91.33,No
205,2022,3.14,3,55,95.81,Yes
205,2023,2.79,3,48,95.24,No
205,2024,3.27,4,56,97.93,No
205,2025,3.34,9,33,93.89,No
206,2021,3.24,8,39,85.54,No
206,2022,3.33,6,26,88.1,Yes
206,2023,3.17,4,54,97.84,No
206,2024,3.46,5,26,96.99,Yes
206,2025,3.34,2,38,97.64,No
207,2021,3.92,1,78,97.84,Yes
207,2022,4.04,2,71,89.42,No
207,2023,4.13,6,86,90.8,No
207,2024,3.65,7,59,90.96,No
207,2025,3.9,2,81,92.47,Yes
208,2021,3.42,6,63,99.25,Yes
208,2022,3.37,1,58,91.61,No
208,2023,3.17,6,43,85.96,Yes
208,2024,2.87,5,50,97.09,No
208,2025,2.66,4,61,99.93,Yes
209,2021,3.97,1,47,90.05,No
209,2022,3.52,6,46,86.51,No
209,2023,3.95,5,56,85.65,Yes
209,2024,3.64,8,43,87.29,No
209,2025,3.42,5,29,91.17,No
210,2021,3.5,2,24,90.07,Yes
210,2022,3.41,9,27,89.37,No
210,2023,3.65,10,41,94.66,Yes
210,2024,3.04,7,37,94.98,No
210,2025,3.02,3,36,89.54,No
211,2021,4,10,74,87.87,Yes
211,2022,3.8,5,69,95.84,Yes
211,2023,3.5,6,73,85.16,Yes
211,2024,3.42,4,72,96.45,No
211,2025,3.73,7,63,94.95,Yes
212,2021,2.75,1,42,88.36,Yes
212,2022,3.34,4,39,96.11,No
212,2023,3.36,6,53,85.32,No
212,2024,3.39,9,62,86.47,No
212,2025,3.27,5,48,88.65,No
213,2021,4.22,5,62,91.69,Yes
213,2022,4.37,1,64,99.2,No
213,2023,4.36,6,61,95.16,Yes
213,2024,4.34,6,59,90.75,Yes
213,2025,4.55,3,77,99.85,No
214,2021,3.44,2,26,97.1,No
214,2022,3.07,10,46,90.01,Yes
214,2023,3.52,10,20,92.98,No
214,2024,2.99,8,40,93.76,Yes
214,2025,3.22,9,32,86.63,No
215,2021,3.58,6,85,93.9,No
215,2022,3.31,10,81,93.63,No
215,2023,3.59,10,84,97.86,No
215,2024,3.46,9,80,90.16,Yes
215,2025,3.53,3,72,95.26,No
216,2021,4.18,10,48,96.13,No
216,2022,4.32,2,31,99.61,Yes
216,2023,4.55,8,46,87.36,No
216,2024,4.36,10,56,92.5,No
216,2025,4.9,1,30,90.35,No
217,2021,2.92,6,25,95.62,Yes
217,2022,2.7,7,20,96.33,Yes
217,2023,2.61,2,28,99.68,Yes
217,2024,3.37,6,19,88.53,No
217,2025,3.35,3,19,93.17,No
218,2021,3.74,1,72,96.85,Yes
218,2022,3.11,5,83,95.97,No
218,2023,3.25,2,87,92.2,Yes
218,2024,3.46,3,82,94.79,Yes
218,2025,3.52,7,61,85.53,Yes
219,2021,2.54,8,71,97.65,Yes
219,2022,2.95,10,68,85.52,No
219,2023,2.79,6,83,86.18,Yes
219,2024,2.91,5,89,93.03,Yes
219,2025,2.64,6,72,87.31,No
220,2021,4.55,4,83,98.14,Yes
220,2022,4.11,6,66,88.94,No
220,2023,4.46,9,91,91.81,Yes
220,2024,4.24,8,74,92.33,Yes
220,2025,4.19,10,92,92.47,No
221,2021,3.72,10,43,96.88,Yes
221,2022,3.6,2,59,85.53,Yes
221,2023,3.56,4,38,94.72,Yes
221,2024,3.47,4,66,92.08,Yes
221,2025,3.55,7,57,97.91,Yes
222,2021,3.94,2,72,88.25,No
222,2022,3.92,5,72,97.58,Yes
222,2023,3.82,3,74,95.91,No
222,2024,3.68,10,81,91.31,Yes
222,2025,3.78,6,81,93.17,No
223,2021,3.96,7,71,92.09,Yes
223,2022,4.01,10,69,94.44,Yes
223,2023,3.81,7,79,86.78,No
223,2024,3.78,1,79,88.12,Yes
223,2025,3.39,6,98,85.6,No
224,2021,3.15,8,55,96.8,No
224,2022,3.13,1,46,92.77,Yes
224,2023,3.21,3,38,97.95,No
224,2024,3.4,4,62,90.7,Yes
224,2025,3.25,3,44,87.17,Yes
225,2021,3.04,5,23,96.8,No
225,2022,3.32,7,40,91.14,Yes
225,2023,3.28,4,25,89.4,No
225,2024,2.76,2,29,86.19,No
225,2025,2.92,8,49,95.75,No
226,2021,3.89,2,27,86.68,Yes
226,2022,4.53,4,12,92.56,No
226,2023,4.32,2,25,88.58,No
226,2024,4.3,8,17,96.79,Yes
226,2025,4.47,1,19,91.51,Yes
227,2021,3.73,9,68,88.17,No
227,2022,3.63,8,85,96.34,No
227,2023,3.65,3,76,90.86,No
227,2024,3.64,7,61,94.65,Yes
227,2025,3.87,4,81,90.55,No
228,2021,4.93,3,81,90.55,No
228,2022,4.2,7,72,87.36,Yes
228,2023,4.38,9,65,97.25,No
228,2024,4.33,6,69,99.68,No
228,2025,4.61,7,91,93.68,Yes
229,2021,2.95,8,44,93.06,Yes
229,2022,2.96,9,40,90.13,No
229,2023,3.06,8,16,97.3,No
229,2024,2.72,10,43,90.11,No
229,2025,3.4,3,29,93.81,Yes
230,2021,3.95,2,54,91.2,Yes
230,2022,3.69,2,67,88.17,Yes
230,2023,3.4,5,55,87.2,No
230,2024,3.4,3,52,93.31,Yes
230,2025,3.5,8,58,85.6,Yes
231,2021,2.91,1,71,87.85,No
231,2022,2.69,6,76,93.3,Yes
231,2023,3.3,8,60,99.16,Yes
231,2024,2.96,6,81,96.81,No
231,2025,2.76,9,83,89.51,No
232,2021,3.08,5,34,88.92,Yes
232,2022,2.9,3,40,97.15,Yes
232,2023,2.91,3,35,94.19,No
232,2024,2.57,5,62,87.47,Yes
232,2025,2.73,10,32,91.56,No
233,2021,4.75,9,71,92.69,Yes
233,2022,4.62,2,68,91.58,Yes
233,2023,4.64,4,64,90.77,No
233,2024,4.54,2,57,94.27,Yes
233,2025,4.23,8,49,99.37,No
234,2021,3.85,5,31,97.29,No
234,2022,4.49,1,40,96.29,No
234,2023,4.32,5,43,88.31,No
234,2024,4.05,4,20,94.94,No
234,2025,4,2,36,95.32,Yes
235,2021,3.03,8,32,91.93,Yes
235,2022,2.77,9,47,96.98,Yes
235,2023,2.83,5,34,93.03,No
235,2024,2.72,4,42,92.01,No
235,2025,3.05,1,49,92.72,Yes
236,2021,2.5,10,52,96.63,Yes
236,2022,2.76,10,54,88.97,No
236,2023,2.91,3,42,88.89,No
236,2024,2.34,5,42,96.9,No
236,2025,3.12,8,56,99.19,No
237,2021,2.6,2,40,96.23,No
237,2022,3.15,2,36,98.28,No
237,2023,2.85,4,29,97.19,Yes
237,2024,3.19,1,57,96.62,No
237,2025,2.97,7,40,89.8,No
238,2021,3.58,8,85,89.88,Yes
238,2022,3.18,2,68,88.48,Yes
238,2023,3.66,10,71,89.19,Yes
238,2024,3.57,9,91,91.41,No
238,2025,3.06,3,73,88.17,Yes
239,2021,3.7,3,57,93.42,No
239,2022,3.52,7,51,86.55,Yes
239,2023,4.09,7,55,95.58,No
239,2024,3.64,5,43,85.59,No
239,2025,3.9,7,73,91.27,No
240,2021,4.54,9,35,86.18,Yes
240,2022,4.65,3,30,90.97,No
240,2023,4.52,6,44,91.03,Yes
240,2024,4.17,9,42,98.46,No
240,2025,4.16,3,55,93.99,Yes
241,2021,3.65,2,55,89.03,No
241,2022,3.63,6,39,94.33,No
241,2023,3.91,8,40,99.08,No
241,2024,3.85,6,53,94.74,No
241,2025,3.5,5,65,91.78,Yes
242,2021,2.46,10,50,98.24,No
242,2022,2.98,5,66,89.42,No
242,2023,2.67,10,55,99.96,No
242,2024,2.36,4,47,96.35,No
242,2025,2.76,5,61,87.35,No
243,2021,3.14,8,63,86.62,No
243,2022,3.17,3,57,91.03,Yes
243,2023,2.77,8,72,92.49,No
243,2024,2.88,7,58,87.72,No
243,2025,3.12,10,72,86.75,Yes
244,2021,4.24,7,87,91.82,Yes
244,2022,4.73,4,89,97.2,Yes
244,2023,3.97,10,69,87.8,No
244,2024,4.6,5,71,96.32,Yes
244,2025,4.7,2,88,98.71,Yes
245,2021,3.83,7,43,96.16,Yes
245,2022,3.77,8,43,90.49,Yes
245,2023,3.77,10,45,85.65,No
245,2024,3.69,4,57,88.3,No
245,2025,3.52,3,42,89.76,Yes
246,2021,3.73,3,26,85.04,No
246,2022,3.38,5,24,95.47,No
246,2023,3.49,4,39,99.32,No
246,2024,3.19,8,36,88.2,No
246,2025,3.9,4,34,88.83,No
247,2021,3.87,1,51,95.09,Yes
247,2022,4,2,71,85.22,No
247,2023,4.34,9,70,85.81,No
247,2024,4.38,2,67,98.68,No
247,2025,4.01,7,42,90.82,Yes
248,2021,2.87,5,78,94.05,No
248,2022,2.59,2,83,86.31,Yes
248,2023,3,1,75,96.04,No
248,2024,2.48,10,84,92.53,No
248,2025,2.72,1,94,93.44,No
249,2021,3.93,10,76,96.2,No
249,2022,4.25,3,49,90.58,No
249,2023,4.24,8,70,99.52,Yes
249,2024,3.96,4,67,95.83,No
249,2025,4.36,9,46,91.21,Yes
250,2021,3.92,2,26,98.19,Yes
250,2022,4.55,5,50,87.9,No
250,2023,4.47,1,53,91.82,No
250,2024,3.93,3,24,90.15,No
250,2025,4.04,7,29,98.11,Yes
251,2021,4.09,1,34,98.57,Yes
251,2022,4.02,7,24,88,No
251,2023,3.67,7,38,92.04,No
251,2024,4.07,9,28,93.2,Yes
251,2025,3.99,6,41,90.29,No
252,2021,2.91,1,42,86.97,No
252,2022,3.12,5,47,99.71,No
252,2023,3.36,6,60,97.73,Yes
252,2024,3.05,9,41,88.19,Yes
252,2025,2.98,4,40,87.76,Yes
253,2021,4.34,3,73,93.99,Yes
253,2022,4.61,7,52,88.75,No
253,2023,4.35,8,66,92.46,Yes
253,2024,4.92,9,51,96.98,Yes
253,2025,4.3,4,69,93.29,No
254,2021,2.9,6,65,92.55,Yes
254,2022,2.52,2,51,89.65,No
254,2023,3.01,6,73,87.4,No
254,2024,2.34,7,70,98.92,No
254,2025,2.93,5,63,97.08,Yes
255,2021,3.17,3,68,92.75,No
255,2022,3.31,2,55,88.66,Yes
255,2023,2.68,8,50,95.53,No
255,2024,2.69,3,66,93.85,Yes
255,2025,2.87,1,51,87.86,Yes
256,2021,3.07,6,56,86.62,No
256,2022,3.22,9,71,85.61,No
256,2023,2.71,5,45,91.19,No
256,2024,3.38,8,58,96.37,No
256,2025,3.31,1,52,87.14,Yes
257,2021,4.46,3,35,93.93,Yes
257,2022,4.25,5,44,94.74,No
257,2023,4.85,10,35,99.83,Yes
257,2024,4.86,1,38,91.57,No
257,2025,4.54,8,54,87.05,No
258,2021,3.02,6,66,96.24,No
258,2022,2.68,4,71,91.72,No
258,2023,3.22,1,84,96.2,Yes
258,2024,3.19,8,96,93.95,Yes
258,2025,3.17,10,73,99.52,No
259,2021,4.49,2,22,91.49,Yes
259,2022,4.4,9,25,98.12,Yes
259,2023,4.31,8,31,92.12,Yes
259,2024,4.33,6,33,91.06,No
259,2025,4.14,1,49,96.09,No
260,2021,3.04,1,70,99.63,Yes
260,2022,3.37,1,66,91.4,Yes
260,2023,3.49,3,80,94.7,No
260,2024,2.92,6,84,87.42,Yes
260,2025,3.4,3,83,99.44,Yes
261,2021,4.6,8,31,88.03,No
261,2022,3.89,4,19,96.67,No
261,2023,4.54,7,46,86.05,No
261,2024,4.64,8,26,98.49,No
261,2025,4.49,7,39,94.58,No
262,2021,2.88,6,83,88.58,No
262,2022,2.45,10,91,91.76,No
262,2023,3.07,6,95,95.35,No
262,2024,2.84,7,76,95.42,Yes
262,2025,2.73,5,70,98.6,Yes
263,2021,3.58,5,42,88.38,Yes
263,2022,3.77,7,27,98.9,No
263,2023,3.51,1,13,96.05,No
263,2024,3.5,2,30,85.33,No
263,2025,3.23,3,28,95.18,No
264,2021,3.21,3,64,85.53,Yes
264,2022,3.51,2,43,93.81,Yes
264,2023,3.67,8,47,88.96,No
264,2024,3.15,4,42,95.74,No
264,2025,3.77,10,35,94.88,Yes
265,2021,4.65,6,30,94.48,Yes
265,2022,4.41,8,46,99.18,No
265,2023,4.27,3,29,89.86,Yes
265,2024,3.97,7,46,91.2,No
265,2025,4.52,10,34,85.28,Yes
266,2021,4.54,5,83,92.46,Yes
266,2022,4.75,5,66,86.6,No
266,2023,4.19,7,61,97.3,No
266,2024,4.32,10,62,98.51,Yes
266,2025,4.44,3,75,91.84,Yes
267,2021,3.2,2,45,95.14,No
267,2022,3.57,7,43,85.91,No
267,2023,3.58,3,56,87.47,Yes
267,2024,3.09,5,43,93.06,No
267,2025,3.58,10,69,97.03,No
268,2021,4.15,8,55,95.11,Yes
268,2022,4.11,7,40,95.09,Yes
268,2023,4.6,3,49,98.31,Yes
268,2024,4.38,6,31,93.15,Yes
268,2025,4.21,6,32,88.82,Yes
269,2021,2.54,5,71,92.45,Yes
269,2022,3.01,6,69,89.48,No
269,2023,2.69,4,64,86.33,Yes
269,2024,2.66,5,60,98.66,No
269,2025,3.14,3,57,99.54,Yes
270,2021,3.11,3,34,90.91,Yes
270,2022,3.12,8,43,90.14,No
270,2023,3.06,8,43,88.57,Yes
270,2024,2.94,8,28,95.88,Yes
270,2025,2.87,2,30,90.86,No
271,2021,4.15,4,57,87.2,Yes
271,2022,4.27,7,82,86.21,No
271,2023,4.07,6,79,98.91,Yes
271,2024,4.73,2,75,95.29,Yes
271,2025,4.31,3,67,91.33,No
272,2021,4.41,6,42,90.14,Yes
272,2022,3.79,5,26,90.95,No
272,2023,3.82,4,46,89.68,No
272,2024,4.16,9,45,97.6,Yes
272,2025,4.03,4,25,99.76,No
273,2021,3.92,6,51,93.97,No
273,2022,3.91,1,51,99.88,No
273,2023,3.56,4,51,89.89,No
273,2024,3.86,3,43,95.34,Yes
273,2025,3.76,9,66,96.44,Yes
274,2021,3.67,9,41,94.84,Yes
274,2022,4.39,8,49,96.02,Yes
274,2023,4.33,8,58,99.96,No
274,2024,3.61,8,39,95.14,Yes
274,2025,3.95,3,54,87.15,No
275,2021,2.93,1,65,94.85,Yes
275,2022,2.99,1,61,94.15,No
275,2023,3.34,4,79,99.71,No
275,2024,3.29,6,79,90.17,Yes
275,2025,2.84,5,80,88.32,Yes
276,2021,4.31,8,54,90.31,Yes
276,2022,4.35,6,67,93.49,Yes
276,2023,3.69,7,66,85.92,No
276,2024,4.08,3,58,99.79,Yes
276,2025,3.78,4,60,88.91,Yes
277,2021,3.3,3,36,99.74,Yes
277,2022,3.38,7,42,88.99,Yes
277,2023,3.67,2,38,94.76,No
277,2024,3.95,1,34,88.74,Yes
277,2025,3.47,8,18,90.12,Yes
278,2021,2.92,6,39,99.83,No
278,2022,2.74,4,48,95.25,No
278,2023,2.46,1,32,97.7,No
278,2024,2.77,10,56,85.78,Yes
278,2025,2.38,7,46,96.89,No
279,2021,2.96,10,42,95.44,No
279,2022,2.56,8,48,94.34,No
279,2023,2.57,4,54,91.22,No
279,2024,3.03,10,44,99.36,Yes
279,2025,3.21,9,30,85.91,No
280,2021,3.99,7,60,98.91,No
280,2022,3.57,2,44,89.91,No
280,2023,3.94,3,41,88.73,Yes
280,2024,3.68,10,61,89.55,No
280,2025,3.68,4,44,87.66,Yes
281,2021,2.75,5,45,87.08,Yes
